,token,total_count
7374,entusiasta,14921
7367,ipocrisia,14919
6846,autosufficiente,14917
7432,allontanamento,14915
7835,ristabilire,14913
7761,seta,14909
6850,id,14908
7958,Moore,14891
7938,presumibilmente,14888
7977,liturgico,14885
6855,fissazione,14884
7415,rimediare,14883
7396,Terni,14877
7366,univoco,14874
8765,imprigionare,14872
6860,agevole,14868
9075,Texas,14867
6865,computare,14847
6867,interministeriale,14842
7477,calcolatore,14840
8852,fazione,14833
6869,tecnico-scientifico,14830
7649,Arabia,14827
6871,gelato,14827
7638,salvataggio,14819
7740,risonanza,14809
7465,single,14808
8638,Blue,14799
8149,addestrare,14798
7546,Cavour,14796
6879,maggiorazione,14788
6882,reperibile,14787
7449,pattuglia,14780
6884,umiltà,14776
6885,bottone,14775
7359,scongiurare,14774
6886,Giorno,14773
6892,raccomandato,14758
8728,Costantino,14757
6893,baby,14757
6894,vantaggioso,14756
7806,Slovenia,14734
7573,parabola,14732
6898,incollare,14728
7540,cotto,14726
7418,passante,14723
6901,squilibrio,14713
6902,archiviazione,14713
7482,archeologia,14712
6904,bolletta,14712
7388,figurativo,14708
7637,assorbimento,14707
6908,Kyoto,14706
6909,ip,14706
6910,gettito,14706
7438,orribile,14700
7596,chip,14697
6912,Bin,14691
7747,ragno,14689
6917,cost,14681
6916,cubare,14681
6915,font-siza,14681
8934,poema,14679
7571,macchinario,14676
6922,we,14670
7613,disperso,14669
7513,Mancini,14665
8865,XI,14656
7579,pisano,14656
6928,les,14653
7493,riporre,14647
8567,barone,14646
8207,sbarco,14640
7455,duraturo,14632
7501,sigillo,14627
7506,ignorante,14623
7474,inconscio,14620
7993,Alba,14614
6936,perplesso,14609
6937,convenienza,14606
8456,Boston,14606
7564,connotazione,14596
7934,Libano,14593
7760,impressionare,14589
7924,Montana,14588
6948,debitamente,14578
6949,erariale,14572
6951,spiacere,14566
7656,Y,14566
9195,Eric,14563
6953,vertenza,14560
7830,perenne,14560
7492,Moretti,14553
7570,umiliare,14548
6956,licere,14547
6957,linux,14546
6958,pullman,14542
6960,preferibile,14538
7635,sovente,14531
8018,'50,14529
8671,vedova,14528
7545,tutore,14528
7603,controparte,14526
7834,Gaza,14519
6964,differenziazione,14513
9631,Chris,14513
7628,weekend,14510
7787,cereale,14503
6967,armonizzare,14503
7511,sigillare,14503
8033,marinaio,14500
8743,Intel,14499
7517,Strasburgo,14487
9804,Hill,14486
7509,intensivo,14482
6972,cat,14478
6971,idrogeologico,14478
8746,diesel,14476
8090,motto,14474
7549,Java,14473
7961,Power,14462
7738,dittatore,14459
6974,ricavato,14459
6975,presunzione,14458
8146,scalare,14452
6977,improprio,14452
7612,piega,14449
7854,bombardare,14443
7893,spirale,14441
6982,unâ,14440
6984,promosso,14438
8112,fertile,14433
6985,tenebra,14429
6989,ricettivo,14418
8872,Company,14402
7515,ciclista,14395
7798,investigatore,14389
9156,reggimento,14388
7525,valigia,14387
7816,tregua,14380
7703,Sesto,14380
7996,iraniano,14378
9660,mitologia,14378
7001,dimmi,14371
7002,preporre,14369
7616,benedizione,14368
7588,Ricky,14366
8869,vendicare,14356
7005,center,14355
8612,Albert,14348
7631,Fazio,14344
7012,Kb,14339
7013,paradossale,14336
7611,Mazzini,14335
7016,cognizione,14324
7017,assegnato,14322
7553,infelice,14313
7023,compiuto,14307
7024,armonizzazione,14307
7029,if,14282
8285,violino,14280
7031,gabinetto,14276
7032,wrote,14271
7592,costui,14267
7784,affliggere,14264
8194,intercettare,14259
8657,sensore,14259
7034,abbonato,14258
7665,guardiano,14257
7036,gradito,14254
7920,fabbricare,14253
7037,nuvolo,14253
7756,fatale,14247
7039,esplicitare,14245
7040,!!!!!!,14245
8096,devozione,14244
7043,raccomandata,14237
7044,Asl,14237
7681,metano,14235
7046,risultanza,14232
7045,vaccinazione,14232
7048,festività,14228
7049,associazionismo,14224
8297,Praga,14223
7050,perentorio,14223
7052,,14216
7054,chiacchiera,14212
7056,pedonale,14209
8793,was,14205
7057,pub,14205
7058,part-time,14203
7622,pixel,14202
8239,Benevento,14202
7060,garantito,14201
7061,Gio,14199
7594,ricambio,14198
7064,socio-economico,14192
7067,Chigi,14187
7066,OGM,14187
7679,tuta,14185
7068,s.,14184
7777,cosmico,14184
7657,distorcere,14181
7070,sicché,14177
8002,und,14176
7645,spogliare,14170
7759,protettivo,14165
8134,Colombia,14161
7666,riscrivere,14161
7935,Arturo,14154
7774,panoramico,14154
8265,aggettivo,14151
9619,cupola,14145
7076,acquario,14143
7707,metropoli,14141
7733,Viterbo,14141
8440,Giove,14140
8644,Sebastiano,14137
7077,dappertutto,14135
7716,black,14123
8362,pneumatico,14117
8786,Costanzo,14112
7087,eguale,14105
7730,matrimoniale,14097
7845,attrezzo,14093
7089,siffatto,14091
8200,nuvola,14089
8135,milizia,14084
7091,danneggiato,14084
7095,Replied,14079
7856,arbitrario,14077
8466,incantesimo,14074
7098,poche,14071
8225,lastra,14067
7864,invano,14065
8222,vs,14064
8368,meteorologico,14059
7100,Oro,14057
7102,provveditore,14054
7819,risalto,14054
7103,consultabile,14053
7104,ammenda,14052
7878,termale,14052
8034,marcato,14051
8661,tenente,14048
7105,polemico,14044
7107,vitalità,14039
7718,display,14038
7108,proponente,14036
7109,finchere,14035
8212,giovinezza,14035
9494,ungherese,14033
7643,delirio,14031
7111,portafoglio,14030
8164,ballerino,14023
7114,martire|martirio,14017
7115,santità,14012
7116,mittente,14008
7949,Carla,14005
7118,Spike,14004
8756,musical,14002
7737,palo,13998
8197,contendere,13993
8995,armatura,13986
7122,Ita,13984
7126,enunciare,13973
7860,televisore,13973
7692,attendibile,13970
7127,quo,13969
7128,contrariamente,13968
7129,ecclesiale,13966
7130,maratona,13964
7131,quantificazione,13961
7903,eroico,13959
7134,incorrere,13949
8026,reduce,13949
7137,stoccaggio,13945
7138,umanistico,13941
8068,Assisi,13939
8316,sedile,13937
7712,ridimensionare,13932
7141,pedagogia,13932
7142,Arafat,13931
7143,costanza,13922
7145,lacuna,13917
9242,Brian,13912
7146,giudiziale,13908
7147,avvelenare,13907
8445,inverso,13903
7148,campano,13896
8639,Colle,13895
7944,teologo,13894
7152,Pisanu,13888
7154,pago,13882
7701,cardine,13877
7155,primaria,13873
7156,contraddire,13872
7796,antropologia,13871
8649,Asti,13870
7159,ostilità,13868
7160,contrassegnare,13867
7161,arretrato,13860
7804,trecento,13854
7955,dance,13853
7164,marocchino,13852
7700,svanire,13846
7165,Politecnico,13846
7168,solere,13837
8280,combustione,13836
7174,constatazione,13821
9350,d.C.,13821
7898,somigliare,13820
7176,SMS,13820
7842,stereotipo,13812
7181,Eur,13808
7179,trimestrale,13808
7183,bilancia,13799
7187,imputabile,13785
7188,meravigliare,13782
7189,cortesia,13779
7190,burocrazia,13778
7850,coniglio,13778
7191,Dott,13772
9083,Museum,13770
7757,emblematico,13769
9031,Bruce,13769
7194,calamità,13756
7195,arredamento,13744
7196,sms,13739
9456,costituito,13736
7764,tavolino,13727
7200,addizionale,13726
7199,asciugare,13726
7825,bandito,13726
7945,listino,13724
7201,arpa,13722
7202,j,13721
7203,mini,13719
7205,prestatore,13717
8172,Pistoia,13713
8283,Ricci,13713
8108,Brindisi,13711
7206,premiazione,13707
7887,Research,13707
8446,generatore,13707
7207,oneroso,13706
7208,Fra,13704
8969,Alexander,13704
7914,rimproverare,13701
8888,Reno,13700
7210,disparità,13700
8321,And,13697
7211,sanare,13697
7212,biodiversità,13691
7215,padano,13681
8545,paterno,13680
7872,autoritario,13679
7217,arricchimento,13677
7216,quinquennale,13677
8387,infermiere,13674
7772,lancia,13666
7219,Udc,13664
7221,collaudo,13661
9048,British,13661
7992,insultare,13659
7223,riciclaggio,13659
7224,condominio,13657
7225,inserito,13656
7227,sn,13655
7785,abitualmente,13654
9140,rifornimento,13654
7229,Anas,13651
7228,vergognare,13651
9385,rinascimentale,13647
7795,card,13642
8634,Aires,13641
8193,scimmia,13636
8690,precipitazione,13628
8232,piana,13623
7823,giurista,13620
7892,comprensorio,13620
7863,Craxi,13617
8553,derivazione,13614
7965,oscurare,13611
9120,arruolare,13609
8286,Diana,13607
7236,notiziario,13605
7237,d.p.r.,13601
7238,emarginazione,13598
7239,riaffermare,13596
8107,Vinci,13595
7814,Marini,13594
7880,spaventoso,13593
7926,ragazzina,13593
7241,Wind,13592
7243,Bene,13588
8833,monarchia,13584
7973,navigatore,13584
7811,smontare,13582
8142,nuoto,13581
7246,interculturale,13572
8116,Serra,13570
7247,causale,13568
8035,Avellino,13567
9135,pala,13562
9285,Pacifico,13560
7249,convenzionare,13559
7250,scordare,13554
7253,noleggio,13549
7255,pmi,13545
8056,profezia,13541
7258,separatamente,13540
7260,contestato,13531
7954,visuale,13529
8241,Foggia,13522
8029,ricreare,13518
7262,particolarità,13518
7263,sfogliare,13517
7867,Pierluigi,13515
8468,bestiame,13507
8062,primis,13503
7266,talorare,13503
7976,ricorrenza,13502
7267,preliminarmente,13500
8951,roccioso,13499
8823,contrada,13498
7270,inconveniente,13495
8361,Greco,13494
7271,umidità,13493
7272,AC,13492
8990,Tito,13489
7275,K.,13486
7989,source,13482
7277,partnership,13482
7279,supplente,13477
7281,civ,13475
7865,esortare,13469
8028,Catanzaro,13466
7283,famigliare,13465
7285,applicabilità,13464
8044,galera,13463
9100,colono,13456
7289,demanio,13454
7290,eventualità,13447
7291,avvocatura,13447
8719,Buenos,13446
8010,spacciare,13444
9792,scozzese,13443
8528,anglosassone,13442
7295,economico-finanziario,13441
8249,urto,13439
8117,distrarre,13436
7916,toro,13436
7298,tossicodipendente,13433
9254,Saint,13428
7302,aggiudicatario,13424
7303,imprevedibile,13423
7305,illudere,13421
7306,vincolante,13418
8198,ventre,13418
8075,funzionante,13415
7309,arduo,13413
8877,cortometraggio,13413
7310,Patrizia,13409
7311,centro-sinistra,13407
7314,istitutivo,13404
8082,Galli,13402
7918,disprezzo,13400
7913,falco,13398
7316,asse|asso,13396
8495,Manuel,13396
8797,sottomettere,13387
7319,patire,13386
7321,editor,13382
7323,panino,13381
8150,perseguitare,13377
7326,riapertura,13372
9036,frequentato,13370
7329,scrittrice,13367
7331,camper,13364
8379,prostituta,13359
7967,tricolore,13357
8772,mediare,13357
7333,entusiasmare,13357
7335,posizionamento,13349
8365,Aristotele,13346
8137,uranio,13341
7964,Bosnia,13338
8216,decollare,13337
7923,prefazione,13336
7342,colla|colle,13336
7343,Information,13335
8057,grottesco,13332
7344,gerarchico,13331
9623,elettrone,13328
7346,mailing,13325
7345,pendente,13325
7939,casalingo,13320
8918,Bulgaria,13319
7348,illimitato,13319
8071,Nizza,13315
7350,Dom,13314
8503,Ascoli,13314
7351,settoriale,13312
8583,retro,13311
8049,rinascere,13309
9544,marziale,13309
7352,terziario,13309
7966,interferire,13309
9636,marchese,13306
7354,invecchiamento,13305
7358,divario,13298
8261,Freud,13286
7363,stregua,13284
8973,recitazione,13284
7365,internazionalizzazione,13282
8377,piramide,13278
7368,Prc,13276
7369,posted,13272
7372,gazzetta,13266
8021,rado,13257
7376,estremità,13257
9127,St.,13254
8048,dama,13250
8221,Carrara,13249
7379,antimafia,13246
8124,narratore,13246
8405,Appennino,13245
7380,quinta,13245
9046,General,13244
7382,plenario,13241
8266,terrazza,13233
7384,meditare,13229
7386,divulgare,13222
8744,mantello,13222
7387,une,13220
8397,memorabile,13215
7392,scolare,13214
7393,dì,13213
8401,cascata,13211
7399,dolcezza,13205
7397,pregresso,13205
7398,leghista,13205
7402,Parola,13197
8943,Schumacher,13196
7410,interregionale,13182
7414,socio-sanitario,13176
9139,Urss,13174
8274,modellare,13174
8098,ormone,13166
7419,spreco,13164
7421,negazione,13162
8470,ridosso,13158
7422,urbanizzazione,13158
7423,Offline,13158
8219,Gennaro,13155
8038,embrionale,13154
7425,capillare,13154
8514,balletto,13152
7426,geometra,13150
7430,dl,13138
7431,Totti,13136
8254,prefiggere,13125
8650,vulcano,13123
9827,Karl,13122
8055,Einstein,13120
7434,colle|collo,13120
8262,perimetro,13120
9542,Sofia,13115
7435,schiavitù,13113
8202,Cesena,13104
8091,adottivo,13102
8452,Valeria,13099
9134,Girolamo,13098
7440,made,13094
9245,US,13093
8138,Manzoni,13092
7442,stancare,13086
7443,nonviolenza,13082
7444,partecipe,13080
9108,Green,13079
9025,carrello,13077
9513,incursione,13075
8019,scorretto,13073
7445,Pecoraro,13072
8257,triplo,13071
8439,massacrare,13070
8094,Signori,13067
7448,sanzionare,13064
7450,precauzione,13062
7451,tessere,13059
7453,xe,13058
8132,catalogare,13055
8907,Malta,13053
8327,acquedotto,13053
7454,cassetto,13052
8230,deviazione,13047
7456,identificativo,13044
7457,allevatore,13043
8538,inclinazione,13043
8126,spazzare,13037
7459,furbo,13037
8418,fluviale,13036
7460,z,13036
8315,novella,13031
7463,piombare,13028
7467,benedetto,13023
7469,xi,13021
7470,Cortiana,13020
8680,intervistare,13013
8359,stabilizzare,13005
7478,commuovere,13002
9617,Sudafrica,13000
7479,Gp,12999
7483,alienazione,12991
9581,Johnny,12989
9103,Ucraina,12988
7484,rigetto,12987
9599,Battaglia,12985
7485,zitto,12985
7487,pregiudiziale,12984
8621,Michel,12982
7491,ansare,12980
8353,derby,12977
7495,corriere,12970
7496,pancia,12968
7498,diniego,12965
7499,ragioneria,12963
8383,tragitto,12960
8936,Bbc,12956
8273,Digital,12955
8515,italico,12952
9543,apice,12945
8818,Kennedy,12939
7507,dicitura,12938
8099,eterogeneo,12936
8560,giuramento,12936
8472,idolo,12935
7510,interrogatorio,12928
8826,Pippo,12925
8803,Potter,12920
8083,esodo,12914
7519,omologazione,12908
7520,lesivo,12908
8299,oltrepassare,12901
8339,fuso,12894
9836,aviazione,12894
9814,Taylor,12893
8182,Trapani,12888
8858,tramandare,12887
7526,precarietà,12887
8935,trilogia,12887
9786,facente,12882
7529,imprevisto,12880
7532,IT,12877
7533,venticinque,12876
8388,Project,12874
8231,branco,12871
8843,Shakespeare,12867
7537,notorietà,12864
9142,ibrido,12858
7542,paritetico,12857
7543,emersione,12854
7544,dott,12854
7547,stipulazione,12848
9342,botanico,12847
8143,disk,12837
9360,collezionare,12834
9034,portico,12828
8187,formidabile,12820
7551,unilaterale,12819
8349,saldare,12818
7552,desumere,12814
8347,chirurgo,12814
7554,stringare|stringere,12812
8374,penetrazione,12810
9607,dorsale,12808
9413,Ray,12805
8293,divorare,12804
8226,genocidio,12799
9323,Florida,12797
7557,tel,12794
7558,intolleranza,12789
7559,disciplinato,12788
7560,reinserimento,12773
7561,paritario,12772
8750,crociata,12769
9586,Virginia,12765
8307,esotico,12765
8367,falda,12764
8287,Sudan,12763
7562,magistrale,12761
7563,diffidenza,12761
8860,distaccare,12761
7565,cda,12757
8162,one,12754
7566,idiota,12754
7567,Amnesty,12751
7568,improntare,12749
7569,mod,12748
8180,Danilo,12746
7576,dark,12735
7577,Welfare,12733
7578,negoziazione,12732
8220,psichiatra,12726
7581,prescritto,12725
7582,Anonymous,12724
8354,Armando,12723
8292,mediocre,12721
7583,ct,12719
8382,sensibilmente,12719
8675,marrone,12719
8825,atterrare,12717
8348,sopravvissuto,12715
7585,Pari,12713
7586,mente|mento,12712
7589,pizzico,12708
7590,laicità,12705
8444,sorvegliare,12700
8828,intercettazione,12697
7593,confederale,12695
9050,nord-est,12689
7597,distorsione,12681
7598,amianto,12680
7599,metalmeccanico,12679
7601,delfino,12676
8821,Hong,12670
7605,inosservanza,12668
7604,p.m.,12668
8272,polso,12667
7607,Dpef,12661
7608,gita,12658
7610,estinguere,12655
8242,asfalto,12650
9583,cantautore,12641
8460,folto,12634
7615,assunto,12634
8655,Jazz,12630
8605,alloggiare,12627
8345,purezza,12622
8462,tag,12622
7617,stabilizzazione,12621
7619,presidiare,12619
8524,ammalare,12616
8732,raffreddare,12613
8432,sfilata,12610
8740,satira,12607
8673,elefante,12604
7621,faticare,12601
7624,provato,12594
7625,affissione,12591
8745,Savona,12591
8290,Levi,12590
9600,patrono,12588
8332,affittare,12586
7626,infermiera|infermiere,12584
8571,Express,12582
7627,magazine,12581
7629,conforto,12572
7630,,12570
8705,rapimento,12568
8281,colorare,12566
7632,recesso,12563
7633,cortese,12562
9520,Atlantico,12560
8789,Camillo,12557
8880,aquila,12557
7634,rispondente,12557
7636,auditorium,12556
8363,distruttivo,12555
7639,computo,12551
7640,info,12550
7642,Coldiretti,12548
7646,onestà,12539
8651,trionfare,12533
7648,Cmq,12532
7650,svoltare,12528
7651,ristorazione,12523
8575,Lodi,12518
7653,'98,12516
7655,ammortamento,12510
8587,concomitanza,12508
7658,svantaggiato,12506
7659,preparatorio,12502
7660,Air,12499
8403,ammirazione,12498
8544,terrorizzare,12495
8536,friulano,12495
7661,esaustivo,12495
7662,ticket,12494
7663,accarezzare,12492
8887,Castro,12486
9416,crociera,12486
8697,volpe,12486
8334,farfalla,12484
8702,Gorizia,12484
8482,riscattare,12478
9133,etrusco,12476
8707,veterano,12474
8487,infrangere,12471
8319,garage,12470
7667,ripetutamente,12469
8386,scrupolo,12468
9721,Alan,12468
8421,sovrapposizione,12468
8400,occulto,12463
7668,Mulino,12462
7674,mass,12454
9057,antagonista,12452
8342,scettico,12447
7676,personalizzare,12447
8679,Algeria,12446
7678,affinità,12444
9425,culminare,12439
8425,paga,12438
7683,migratorio,12436
7682,ottimista,12436
8808,neutro,12435
7684,ripercussione,12435
8375,esonerare,12430
8672,stagno,12430
7686,sessualità,12427
7687,acconto,12427
7688,impoverire,12426
7690,bisognoso,12423
7691,antare,12421
9574,Luis,12415
9014,Gigi,12414
8516,accezione,12412
8490,convergere,12412
7693,inventario,12403
7694,propensione,12402
8627,numerazione,12399
7696,commesso,12399
7697,centrocampo,12399
8822,marciare,12399
9004,dedito,12396
9096,Arena,12394
7698,insicurezza,12393
7699,stanchezza,12389
7702,ledere,12383
9102,Miller,12383
8369,accenno,12381
7704,degnare,12371
8451,bergamasco,12370
7706,clemente,12369
8474,have,12365
8857,Beatrice,12363
7709,manica,12361
7711,carente,12356
7713,socializzazione,12349
8987,brusco,12345
7714,word,12345
8483,house,12341
9235,Allen,12338
7717,direttrice,12338
7719,sè|sé,12333
7720,ottimizzazione,12332
7721,desktop,12332
7722,Forlì,12330
8526,trentina,12329
7723,sentito,12329
7724,Albertini,12326
9040,arteria,12326
8741,designer,12325
7727,vacante,12322
7728,striscione,12318
7729,http://null,12315
8620,avvicinamento,12312
8963,scacciare,12303
8394,bresciano,12301
8645,perla,12299
8816,relegare,12294
7732,emendativo,12289
8518,negoziare,12283
9684,Stone,12280
9353,Belle,12274
7741,psichiatria,12272
9625,protettore,12270
7746,brodo,12263
7745,fumatore,12263
9169,reputazione,12260
9182,epico,12259
7748,mercurio,12259
7749,lungi,12259
7751,recensire,12251
7752,appienare,12249
8762,Cuneo,12248
7753,book,12248
8566,beneficenza,12246
7754,schermare,12238
7758,arcobaleno,12228
7763,connotare,12212
7762,lume,12212
7765,paternità,12208
9146,ereditario,12205
7766,Nr,12201
7767,Shareware,12198
7768,parallelamente,12197
7769,Cons,12195
7770,sopralluogo,12193
7771,appaltatore,12193
9372,croato,12191
7773,Mestre,12188
8519,country,12187
8839,gesuita,12184
7776,Cv,12175
8956,traiettoria,12173
7780,riordinare,12169
7781,purchere,12167
7782,inammissibilità,12166
7783,industrializzare,12164
7786,stragrande,12158
8469,big,12156
8725,Pasolini,12156
8471,ammalato,12155
8485,colosso,12151
9741,venerare,12151
7789,campeggio,12149
7791,babbo,12145
8510,guanto,12145
8882,intenzionato,12145
7793,introdotto,12143
7794,Toni,12136
9590,antifascista,12134
7797,estremista,12131
9437,nazionalista,12129
7799,pero,12128
7800,padronanza,12125
7801,T.U.,12124
8683,Fiore,12123
7802,deputare,12121
8915,Palma,12120
9069,nascente,12115
9208,foce,12110
8674,Livio,12108
7805,avanzo,12104
7807,precetto,12100
7808,ricongiungimento,12099
8665,senese,12098
7809,tela|tele,12097
9690,Franz,12096
8554,assalire,12095
8978,obsoleto,12090
8586,trascurabile,12082
7812,ingrossare,12080
8906,disegnatore,12079
7813,dignitoso,12077
7815,esauriente,12074
8591,traduttore,12069
7817,membere,12069
7818,ricciola,12068
7820,sollievo,12064
7822,newsgroup,12060
8692,agguato,12059
7824,superiorità,12058
8709,osseo,12054
7826,dottoressa,12051
7827,shopping,12049
9856,Johnson,12048
7828,alternanza,12045
7829,uniformare,12039
7831,persistere,12035
7832,mantovano,12032
8594,mosca,12030
9064,erotico,12030
7833,dispensa,12029
7836,gastronomico,12018
7837,spontaneamente,12015
7838,profit,12013
8687,dislocare,12012
7839,curricolo,12011
7840,scrivania,12010
8691,centenario,12007
7841,Malpensa,12007
8824,simultaneo,12007
9732,fusto,12007
9273,dorso,12007
9692,munizione,12006
7843,selva,12005
7844,descrittivo,12004
9299,rumeno,12004
8572,spiare,12000
7847,stampante,11995
9314,Carmen,11991
7848,italiare,11989
7849,suicidare,11987
8827,governante,11987
8773,tromba,11986
7852,bimba,11982
8914,coronare,11956
7859,assaggiare,11956
7861,criticità,11953
8668,cavalcare,11952
7862,sopravvenire,11952
8829,finito,11948
7866,abisso,11946
8799,cotone,11943
7868,indìcare,11942
7869,¹,11936
8781,percussione,11931
8868,Ignazio,11930
9132,imitazione,11923
7870,lampo,11923
8820,vulnerabile,11919
7871,Allah,11919
7873,lgs,11915
7874,filare,11914
7875,rinascimento,11910
8664,prolungamento,11907
9286,Roberta,11901
8770,Riva,11900
7881,Management,11898
7882,discrezionalità,11898
7884,Gabriella,11897
7883,tossicodipendenza,11897
8721,detentore,11897
7886,cazzata,11881
9180,minerario,11880
7888,invecchiare,11879
9131,ego,11877
7889,prefissato,11875
7890,genesi,11875
7891,molteplicità,11873
7895,eguaglianza,11868
7894,ridefinire,11868
7897,intermediazione,11862
9114,astronomo,11859
7899,perdono,11859
7900,cinghiale,11858
9359,rialzare,11857
9196,coreano,11855
7902,-------,11853
7904,cartellone,11852
7905,mobiliare,11851
7906,interdisciplinare,11851
7907,prefigurare,11848
7909,infettivo,11846
7908,irreversibile,11846
9061,thriller,11845
9383,baia,11845
7911,sfiducia,11841
8685,coadiuvare,11838
7912,affidatario,11836
8734,inquadratura,11830
7915,Berlinguer,11830
8656,disprezzare,11827
8637,fico,11821
8788,comprimere,11820
7919,oggettivamente,11816
7921,tesoreria,11810
9893,Stephen,11809
7922,allegria,11807
9119,subacqueo,11805
9159,processare,11802
7927,account,11797
7928,Mosè,11793
7929,maltrattamento,11790
7930,fan|fans,11789
8777,snodare,11788
8794,ascoltatore,11784
8742,cocaina,11782
7932,quarta,11780
7933,pallido,11780
9671,loggia,11777
8835,nazismo,11777
8834,cronista,11773
7936,minimamente,11771
7937,recita,11769
9315,rivestimento,11766
8796,cervo,11762
8921,gelosia,11760
7940,boy,11760
7942,Sirchia,11755
7943,cacao,11755
9212,gareggiare,11752
8771,agile,11751
7946,rallentamento,11747
7947,tardivo,11746
7948,formalità,11745
7950,rischioso,11740
7951,arbitrale,11739
8886,esecutore,11736
7952,Unicef,11736
7953,rapidità,11735
8968,Kurt,11734
7956,inquilino,11733
7957,catalogazione,11730
9081,buca,11729
9019,Cecilia,11727
9635,pieve,11725
7959,tantomeno,11721
8694,minimizzare,11721
7960,Buttiglione,11721
7962,perlomenare,11717
7963,ps,11716
9137,Vegas,11704
8941,Indonesia,11702
7969,accogliente,11701
7970,imparzialità,11699
9507,funebre,11696
7971,deliberato,11695
7972,riconciliazione,11691
9473,influsso,11688
7974,er,11688
7975,perverso,11684
8731,esiguo,11682
7978,irrinunciabile,11676
7979,grado|grammo,11675
7980,espropriazione,11675
7981,boh,11674
8946,Italo,11665
9054,western,11665
9426,arcaico,11664
7983,scoglio,11663
7986,volutamente,11659
8863,Kant,11658
7988,dialettica,11657
7987,possessore,11657
7990,wireless,11655
7991,scaffale,11655
7994,alcunare,11653
8873,disgrazia,11650
8760,finzione,11649
7995,centralizzare,11648
9271,acquatico,11641
7997,Parisi,11634
7998,Formigoni,11633
7999,deluso,11631
8000,vigneto,11629
9060,Carmelo,11623
8006,vergognoso,11616
8007,sospeso,11613
8009,corvino,11610
8011,form,11606
8013,senatrice,11605
9078,denotare,11605
8012,singolarmente,11605
8015,circoscrizionale,11604
8014,riconversione,11604
9151,reprimere,11601
8017,serbare,11600
9007,Tiziano,11593
8837,Adamo,11592
8020,frode,11591
8874,Technology,11586
8022,confortare,11581
8959,vagare,11580
8024,calce,11577
8023,mercatino,11577
8025,frammentare,11568
8027,porco,11561
9748,modella,11557
8031,contrarietà,11556
9492,State,11554
8032,font-weight,11549
8036,comportamentale,11543
9495,pianista,11540
8037,arancia,11538
8039,DL,11536
8994,arena,11535
8807,cinico,11532
8040,ant,11532
8041,fiducioso,11531
9201,patriarca,11531
9823,pallavolo,11530
8902,alludere,11528
8981,stabilmente,11526
8042,esplicare,11524
8960,Tunisia,11524
8045,Bagdad,11523
8046,giurisprudenziale,11518
8047,divano,11514
8861,maligno,11514
8050,digiuno,11513
9545,concentramento,11511
8051,sistematicamente,11510
8053,accorgere|accorrere,11507
8052,formalizzare,11507
8054,kilogrammo,11506
8058,c.p.c.,11501
8059,irrilevante,11500
8060,significativamente,11499
9357,rissa,11497
9382,Mozart,11496
8063,domare,11495
8064,Audio,11493
8065,empirico,11488
9179,ripiegare,11487
8066,risvolto,11483
8939,immortale,11482
9246,sfondare,11481
9104,scissione,11478
8070,fidanzata,11476
8072,prescelto,11471
8073,aggregato,11470
8847,moltitudine,11467
9347,fulmine,11465
8076,antropologico,11464
8077,consigliabile,11461
8078,Ripamonti,11460
8079,fruttare,11454
8080,agnello,11454
9016,surreale,11448
9293,ritmico,11445
8084,varesino,11442
9043,telegiornale,11440
9124,trasposizione,11440
8085,incuriosire,11438
8086,sciita,11436
8954,fallimentare,11435
8087,eccedenza,11433
8088,incolumità,11428
8093,bastardo,11424
8092,pochino,11424
8095,incazzare,11423
8097,potabile,11420
8100,quotazione,11418
9021,globo,11416
8101,Clinton,11414
8102,semantico,11413
8967,infarto,11412
8103,gradimento,11412
9158,alterno,11409
8104,cumulo,11405
8105,A.C.,11404
8106,distributivo,11401
8999,divergenza,11401
9251,arbitrio,11399
9537,Cannes,11398
8110,Loggia,11397
9008,favorito,11396
8111,gallare,11395
8113,versato,11392
8114,generale|gennaio,11389
8115,Kerry,11387
8119,inerzia,11381
8120,nautico,11379
8121,museale,11379
8122,body,11377
8947,riproduttivo,11376
8123,accorgimento,11374
9012,music,11373
8127,fornito,11368
9381,restringere,11360
8128,sensoriale,11358
9129,corale,11356
8130,ammodernamento,11350
8129,relax,11350
8131,compiacere,11349
8879,ribaltare,11349
9165,pedone,11344
8931,approdo,11344
8890,intuitivo,11343
9249,artefice,11339
8133,oscurità,11334
8139,will,11324
8140,vicentino,11319
8141,prescegliere,11319
8144,indovinare,11316
8145,cosmo,11315
8147,codesto,11313
9173,maledizione,11311
9188,lecito,11306
8148,consolato,11302
9863,banconota,11299
9539,inseguimento,11298
8151,perquisizione,11296
9633,cattolicesimo,11295
8152,ratio,11295
8154,interattivare,11291
9499,rampa,11289
9288,insuccesso,11287
9701,Venezuela,11284
9857,Ruggero,11281
8155,Sab,11281
8156,cocktail,11280
8157,quinquennio,11278
8158,automatizzare,11277
9828,trailer,11275
8160,bin,11274
8159,Gen,11274
8161,considerato,11273
9338,rifacimento,11270
8163,videogame,11269
8165,gallina,11265
9303,immersione,11264
8167,contrassegno,11260
8168,Explorer,11259
8169,Ca,11259
9123,Elia,11257
8170,seicento,11255
9584,reclutare,11251
9317,capanna,11250
9498,Gallo,11250
8173,Franca,11247
8174,Mag,11246
8175,cross,11246
8176,sublime,11245
8177,N.B.,11243
8179,legittimamente,11241
8178,over,11241
9128,tram,11239
8181,Mer,11236
8184,curdo,11233
